run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M3,130,saturated,M3,false,1240.000,1.529,7.656,15.193,38161.882,38420.941,38460.396,66024,87451,12582912,5537792,49210,1,2026-08-03T10:27:41.622528Z
M3,131,saturated,M3,false,1386.000,1.438,2.449,12.566,38245.354,38487.186,38522.970,68655,88644,12787712,5660672,49282,32,2026-08-03T10:27:41.622528Z
M3,132,saturated,M3,false,1286.000,1.799,2.507,3.835,38070.410,38301.804,38333.475,71376,90276,13082624,5783552,49523,8,2026-08-03T10:27:41.622528Z
M3,133,saturated,M3,false,1335.000,1.648,2.761,6.376,38125.294,38370.329,38411.642,74009,91530,13287424,5890048,49205,12,2026-08-03T10:27:41.622528Z
M3,134,saturated,M3,false,1300.000,1.750,2.745,3.346,38161.281,38412.315,38460.360,76668,92610,13524992,6004736,49312,21,2026-08-03T10:27:41.622528Z
M3,135,saturated,M3,false,1324.000,1.733,2.958,3.611,37996.126,38222.320,38241.831,79283,94248,13828096,6144000,49523,1,2026-08-03T10:27:41.622528Z
M3,136,saturated,M3,false,1320.000,1.772,2.901,3.558,38149.114,38396.170,38440.065,81957,95460,13991936,6250496,49200,19,2026-08-03T10:27:41.622528Z
M3,137,saturated,M3,false,1300.000,1.720,2.557,3.211,38132.570,38380.796,38425.841,84605,96574,14270464,6365184,49317,22,2026-08-03T10:27:41.622528Z
M3,138,saturated,M3,false,1300.000,1.801,2.510,4.150,37976.341,38200.277,38228.157,87215,98197,14516224,6488064,49523,1,2026-08-03T10:27:41.622528Z
M3,139,saturated,M3,false,1320.000,1.776,2.412,2.706,38005.826,38228.522,38247.354,89829,99380,14729216,6594560,49198,19,2026-08-03T10:27:41.622528Z
M3,140,saturated,M3,false,1220.000,1.574,2.500,8.935,38091.707,38300.459,38340.707,92346,100476,14966784,6709248,49381,1,2026-08-03T10:27:41.622528Z
M3,141,saturated,M3,false,1319.000,1.611,2.520,11.845,38069.459,38278.029,38322.630,94936,101999,15204352,6832128,49400,1,2026-08-03T10:27:41.622528Z
M3,142,saturated,M3,false,1302.000,1.783,2.434,2.634,38058.752,38284.106,38305.366,97454,103157,15441920,6946816,49239,1,2026-08-03T10:27:41.622528Z
M3,143,saturated,M3,false,1321.000,1.697,2.336,2.612,38068.812,38292.788,38317.802,100109,104458,15704064,7069696,49361,1,2026-08-03T10:27:41.622528Z
M3,144,saturated,M3,false,1299.000,1.845,2.457,2.796,38050.361,38267.891,38297.856,102753,105942,15990784,7184384,49423,1,2026-08-03T10:27:41.622528Z
M3,145,saturated,M3,false,1320.000,1.727,2.289,2.527,38069.920,38290.246,38321.611,105364,107137,16187392,7299072,49236,1,2026-08-03T10:27:41.622528Z
M3,146,saturated,M3,false,1300.000,1.786,2.346,2.586,38108.259,38337.845,38355.016,108012,108395,16457728,7421952,49381,14,2026-08-03T10:27:41.622528Z
M3,147,saturated,M3,false,1300.000,1.748,2.473,2.808,38069.483,38291.664,38317.977,110632,109882,16695296,7544832,49423,22,2026-08-03T10:27:41.622528Z
M3,148,saturated,M3,false,1280.000,1.884,2.520,2.957,38074.399,38301.338,38318.007,113230,111057,16900096,7651328,49276,20,2026-08-03T10:27:41.622528Z
M3,149,saturated,M3,false,1300.000,1.770,2.330,2.595,37991.813,38216.111,38257.912,115810,112295,17154048,7766016,49341,1,2026-08-03T10:27:41.622528Z
M3,150,saturated,M3,false,1293.000,1.568,3.017,58.987,38080.529,38322.512,38361.111,118247,113998,17391616,7880704,49450,1,2026-08-03T10:27:41.622528Z
M3,151,saturated,M3,false,1340.000,1.539,2.278,12.286,38141.282,38389.639,38416.516,120897,114910,17596416,7987200,49149,1,2026-08-03T10:27:41.622528Z
M3,152,saturated,M3,false,1300.000,1.805,2.331,2.562,38036.159,38250.591,38277.911,123605,116181,17833984,8118272,49421,1,2026-08-03T10:27:41.622528Z
M3,153,saturated,M3,false,1300.000,1.708,2.564,3.193,38090.199,38313.347,38354.712,126205,117822,18137088,8241152,49490,22,2026-08-03T10:27:41.622528Z
M3,154,saturated,M3,false,1260.000,1.836,3.801,7.001,38144.880,38371.453,38389.613,128797,118830,18292736,8331264,49169,21,2026-08-03T10:27:41.622528Z
M3,155,saturated,M3,false,1300.000,1.814,2.675,3.470,38071.869,38284.866,38302.373,131366,120041,18579456,8462336,49401,19,2026-08-03T10:27:41.622528Z
M3,156,saturated,M3,false,1320.000,1.704,2.508,3.654,38167.472,38408.992,38454.764,134003,121662,18833408,8585216,49470,21,2026-08-03T10:27:41.622528Z
